Kategori_Pencarian,Posisi,Perusahaan,Lokasi,Link
cyber-security,Security Supervisor (Semarang),PT Sigap Prima Astrea,Semarang,https://id.jobstreet.com/id/job/91716475?type=standard&ref=search-standalone&origin=cardTitle#sol=56c8093c53aa4d1a88b63696cca02a5fc6b505e2
cyber-security,IT Auditor Department Head,PT MNC Teknologi Nusantara (MotionPay),Jakarta Pusat,https://id.jobstreet.com/id/job/91811613?type=standard&ref=search-standalone&origin=cardTitle#sol=751e98f1263eed3c2e84943ca2ec544e6f9f8cf4
cyber-security,System Engineer,PT. Wide Technologies Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/91753013?type=standard&ref=search-standalone&origin=cardTitle#sol=e329edb3fafbdb0861c660ab715cb31e33413992
cyber-security,IT Project Manager,PT Intikom Berlian Mustika - Talent Acquisition,Jakarta Raya,https://id.jobstreet.com/id/job/91652098?type=standard&ref=search-standalone&origin=cardTitle#sol=d8c3fa3a35c9c57da128170315740e10c65e6679
cyber-security,IT Telecomm Enginnering,PT Masmindo Dwi Area,Luwu,https://id.jobstreet.com/id/job/91785916?type=standard&ref=search-standalone&origin=cardTitle#sol=7f2b5e5fddae978ee6ca8537a8d78b49467fed6e
cyber-security,Security,CV Cahaya Prima Mandiri,Plumbon,https://id.jobstreet.com/id/job/91620427?type=standard&ref=search-standalone&origin=cardTitle#sol=03af81ed2593dd2715ae50537dbf7f70fa7e8aae
cyber-security,IT Staff,PT Alumindo Alloy Abadi,Jakarta Timur,https://id.jobstreet.com/id/job/91607639?type=standard&ref=search-standalone&origin=cardTitle#sol=8d89607cebcd27f6e120b342b1bfe228ceec4ddd
cyber-security,Network Solution Engineer,PT. Sinergi Innovate Pratama,Jakarta Selatan,https://id.jobstreet.com/id/job/91754622?type=standard&ref=search-standalone&origin=cardTitle#sol=60b3ce5ba20a9c00f21ba4159e80bca8c84cf22d
cyber-security,staff IT,Pengiklan Anonim,Medan Kota,https://id.jobstreet.com/id/job/91921740?type=standard&ref=search-standalone&origin=cardTitle#sol=afe4edb56d1000fbfc18f98ae84482afabdc9980
cyber-security,Network Engineer,PT. Sinergi Innovate Pratama,Jakarta Selatan,https://id.jobstreet.com/id/job/92039717?type=standard&ref=search-standalone&origin=cardTitle#sol=4f5e968de034b520a09bd24a3c2c32a8fa969a06
cyber-security,Database Security Administrator for Integra (Placement in Bandung),PT. Lintas Teknologi Indonesia,Bandung,https://id.jobstreet.com/id/job/91756169?type=standard&ref=search-standalone&origin=cardTitle#sol=64980e59339e9839e3ebc239d8c8e2b34e42ecf0
cyber-security,IT Manager (Group),Pengiklan Anonim,Jakarta Raya,https://id.jobstreet.com/id/job/92115723?type=standard&ref=search-standalone&origin=cardTitle#sol=123cf98db84d8ba070d77ab5dae11c8067b92f0b
cyber-security,Senior Network Engineer,PT Indowin Engineering Indonesia,Jakarta Utara,https://id.jobstreet.com/id/job/92048390?type=standard&ref=search-standalone&origin=cardTitle#sol=e0ad584fc538fa982246fbe2e2b1c1bf79f13a5c
cyber-security,Country General Manager Data Center,PT Trust Recruit Indonesia,Cikarang Pusat,https://id.jobstreet.com/id/job/91889770?type=standard&ref=search-standalone&origin=cardTitle#sol=420d72155a11ec57ed948be976b16d6475df9c26
cyber-security,IT ENGINEER,PT Changhong Electric Indonesia,Jakarta Pusat,https://id.jobstreet.com/id/job/91278350?type=standard&ref=search-standalone&origin=cardTitle#sol=2be8d4f0cd0c9eaca52114e30ba53ea2b1398db7
cyber-security,Network Engineer,PT Sangkuriang Internasional,Jakarta Selatan,https://id.jobstreet.com/id/job/91768253?type=standard&ref=search-standalone&origin=cardTitle#sol=b5905b6940880a7194e0081e6460c161938ac559
devops-engineer,DevOps Engineer,PT Daidan Aditama Yaksa,Jakarta Raya,https://id.jobstreet.com/id/job/92208486?type=standard&ref=search-standalone&origin=cardTitle#sol=7261c8dfc135a58c1a6b47d5148a026a6752408f
devops-engineer,Cloud & DevOps Engineer,PT Serasi Autoraya (Member of Astra),Jakarta Utara,https://id.jobstreet.com/id/job/92167353?type=standard&ref=search-standalone&origin=cardTitle#sol=554bbb6f94b13811fefe23f198c91599ebb86920
devops-engineer,DevOps Engineer (Full English Speaking),Eterna Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/92145326?type=standard&ref=search-standalone&origin=cardTitle#sol=717039fb24811756b7f27db93a720c227b32ceaa
devops-engineer,DevOps Engineer,"PT. Trimegah Sekuritas Indonesia, Tbk",Jakarta Selatan,https://id.jobstreet.com/id/job/92175212?type=standard&ref=search-standalone&origin=cardTitle#sol=f7a2ad8fc43dd49e1ef8962a50073dcb30c0315a
devops-engineer,Site Reliability Engineer DevOps,PT. AETHER DIGITAL INDONESIA,Jakarta Barat,https://id.jobstreet.com/id/job/92000043?type=standard&ref=search-standalone&origin=cardTitle#sol=ad0d646569f0d888f4a9e7c133fcd471ae7b9604
devops-engineer,DevOps Engineer,PT IDX Solusi Teknologi Informasi,Jakarta Selatan,https://id.jobstreet.com/id/job/91640660?type=standard&ref=search-standalone&origin=cardTitle#sol=f542a19a0ffc5bc9d5c34661540a0d346377a829
devops-engineer,DevOps Engineer,PT Digdaya Duta Digital,Setiabudi,https://id.jobstreet.com/id/job/91779286?type=standard&ref=search-standalone&origin=cardTitle#sol=58494784904b7393fd7f43df61d41cf2a67e3ae1
devops-engineer,Cloud Engineer / DevOps Engineer,PT EVOLUSI TEKNOLOGI SOLUSI,Jakarta Pusat,https://id.jobstreet.com/id/job/91845778?type=standard&ref=search-standalone&origin=cardTitle#sol=58caf7ba4d8fe92912ee1540033e0bd92099bc02
devops-engineer,DevOps Engineer,PT Sinergi Daya Mitra,Jakarta Raya,https://id.jobstreet.com/id/job/92129640?type=standard&ref=search-standalone&origin=cardTitle#sol=9323fc99f4251ef84960c114ab5cb5f3e1d086e7
devops-engineer,Devops Engineer (On Premise) - MNC Healthtech,PT Trust Recruit Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/92004540?type=standard&ref=search-standalone&origin=cardTitle#sol=78082ebd2e7b71a8968121ef6fcee7ac8a40121d
devops-engineer,DevOps Engineer,PT. TRANSNOVASI BANGUN PERSADA,Jakarta Timur,https://id.jobstreet.com/id/job/92060788?type=standard&ref=search-standalone&origin=cardTitle#sol=71fcd7691fdd146215b3df02591327f6e6c0051c
devops-engineer,DevOps / SRE,PT Karisma Zona Kreatifku,Bandung,https://id.jobstreet.com/id/job/92133369?type=standard&ref=search-standalone&origin=cardTitle#sol=657c9f256fbec91e6040abc00dfd938b1a21375f
devops-engineer,DevOps Engineer (3 Months Project Based),PT Lawencon Internasional,Jakarta Selatan,https://id.jobstreet.com/id/job/91880184?type=standard&ref=search-standalone&origin=cardTitle#sol=25e2b0b98869998cab77cfd01b3ea8ed75a2cd96
devops-engineer,Fullstack developer,PT Kodenusa Tekno Buana,Jakarta Barat,https://id.jobstreet.com/id/job/92141841?type=standard&ref=search-standalone&origin=cardTitle#sol=2b3302885d4d89743ade206645b4ba458d437202
devops-engineer,Associate Devops Engineer - RA,PT XL Axiata Tbk,Jakarta Raya,https://id.jobstreet.com/id/job/91895965?type=standard&ref=search-standalone&origin=cardTitle#sol=f597e6bf31857bce73e1c473fa751e7c117990ed
devops-engineer,Infrastructure Engineer,PT Istana Group Indonesia,Tangerang Selatan,https://id.jobstreet.com/id/job/91880012?type=standard&ref=search-standalone&origin=cardTitle#sol=66c4116c7a1b9bfe1bdbd449533667daa2feb716
devops-engineer,DevOps,PT. MONARCH INTI TEKNOLOGI,Jakarta Barat,https://id.jobstreet.com/id/job/91816714?type=standard&ref=search-standalone&origin=cardTitle#sol=73355aec765e7ad4c30a745e887bf39f7ddee0ad
devops-engineer,DevOps Engineer,PT Cashlez Worldwide Indonesia,Jakarta Pusat,https://id.jobstreet.com/id/job/92014765?type=standard&ref=search-standalone&origin=cardTitle#sol=2342bb8cab88e38ea559ece7a2b9e47c1288548f
devops-engineer,Senior Infrastructure Read Team Specialis,PT Kb Data Systems Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92220075?type=standard&ref=search-standalone&origin=cardTitle#sol=d28ef9edd210ae7ecad8feb2a945bef24d8c789d
devops-engineer,DevOps Engineer,PT IDStar Cipta Teknologi,Jakarta Selatan,https://id.jobstreet.com/id/job/91334021?type=standard&ref=search-standalone&origin=cardTitle#sol=c0180d711e9713769fc91bb43cb4ddfac140f631
devops-engineer,IT Infrastructure Supervisor,PT Aneka Search Indonesia,Setiabudi,https://id.jobstreet.com/id/job/92193122?type=standard&ref=search-standalone&origin=cardTitle#sol=d6fd2c59e22074040e70bc2772a2a5d71760ca57
devops-engineer,IT Capacity Planner,PT PERMODALAN NASIONAL MADANI,Jakarta Selatan,https://id.jobstreet.com/id/job/91968347?type=standard&ref=search-standalone&origin=cardTitle#sol=bee846acdfe3cee5c786681d206875988b43b37e
devops-engineer,DevOps Engineer,PT Hydrax Teknologi Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/91803915?type=standard&ref=search-standalone&origin=cardTitle#sol=491727750da7d8119c77503c6850f9d15b457e9c
devops-engineer,DevOps Engineer,Pancaran Group,Jakarta Utara,https://id.jobstreet.com/id/job/91734683?type=standard&ref=search-standalone&origin=cardTitle#sol=2e09273376ce390102c1829852f9d46e68400f11
devops-engineer,DevOps Engineer,PT Asuransi Bina Dana Arta Tbk,Jakarta Selatan,https://id.jobstreet.com/id/job/91776698?type=standard&ref=search-standalone&origin=cardTitle#sol=27f16195968dd8f3bcb47bda1bc80a284de0ec3a
devops-engineer,DevOps Engineer (GCP),PT Karisma Zona Kreatifku,Bandung,https://id.jobstreet.com/id/job/91642649?type=standard&ref=search-standalone&origin=cardTitle#sol=33f72d0a9be0cf9fbeee18ad7017372c49e8c5c8
devops-engineer,Full Stack Engineer,PT DIGITAL XCELERATION NUSANTARA,Jakarta Selatan,https://id.jobstreet.com/id/job/91756596?type=standard&ref=search-standalone&origin=cardTitle#sol=fcb0c562d3b33d5adc55830110c600eaa4664d0c
devops-engineer,AWS Cloud Engineer,PT Exabytes Network Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/92192682?type=standard&ref=search-standalone&origin=cardTitle#sol=907f7dca75088f55cde84050059ee16059766a96
devops-engineer,"Infrastructure & Server Engineer (AWS, Monitoring, & MT5)",PT Usaha Kreatif Indonesia,Jakarta Utara,https://id.jobstreet.com/id/job/92201495?type=standard&ref=search-standalone&origin=cardTitle#sol=9ec84cbf2ef82277531d2b0722f5822d00121f10
devops-engineer,IT Senior Specialist/Manager,Pengiklan Anonim,Jakarta Raya,https://id.jobstreet.com/id/job/92193256?type=standard&ref=search-standalone&origin=cardTitle#sol=482b8c1336b92325558102bb3ca628ae852297c5
devops-engineer,Junior Software Engineer,PT Technet Vision Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/91648206?type=standard&ref=search-standalone&origin=cardTitle#sol=77064631b9d60d6cde1c2cff23d67ee12b5e75e3
devops-engineer,Data Center IT Expert,TITANICOM TECH LIMITED,Jakarta Raya,https://id.jobstreet.com/id/job/92117582?type=standard&ref=search-standalone&origin=cardTitle#sol=0c30b9f452b3a35163ec5af3e73754fb3b2cfaa5
devops-engineer,Project Engineer,Pengiklan Anonim,Jakarta Pusat,https://id.jobstreet.com/id/job/92219706?type=standard&ref=search-standalone&origin=cardTitle#sol=c2b9d8fa50fb123f88627165ceb6db3e38dc67af
devops-engineer,Senior DevOps Engineer,"PT. Metrodata Electronics, Tbk",Jakarta Raya,https://id.jobstreet.com/id/job/92002680?type=standard&ref=search-standalone&origin=cardTitle#sol=cd5324177090d83f80e103a613c880a66a0917c1
devops-engineer,Tier 2 Support Engineer,PT Artha Solutions Indonesia,Jakarta Pusat,https://id.jobstreet.com/id/job/92032944?type=standard&ref=search-standalone&origin=cardTitle#sol=8d21fbe8a4f33b7f65d12316e1f41799c18a8367
devops-engineer,DATA CENTER ENGINEER,PT Advanced Power Tech,Jakarta Utara,https://id.jobstreet.com/id/job/91700965?type=standard&ref=search-standalone&origin=cardTitle#sol=e45254a4ad3eed272ac757781df34a9dc9928455
devops-engineer,Back End Engineer,PT Falah Inovasi Teknologi,Jakarta Selatan,https://id.jobstreet.com/id/job/92087073?type=standard&ref=search-standalone&origin=cardTitle#sol=2b46eb82c23c95159bec6c8207ff7db9891e5c03
devops-engineer,Safety Technician (Data Center),Rahi Systems Pte. Ltd.,Bekasi,https://id.jobstreet.com/id/job/91623635?type=standard&ref=search-standalone&origin=cardTitle#sol=5d9f919137039b5a41b2ad29d4a7f4825f5c435e
devops-engineer,Senior endpoint security engineer (Trellix),PT. Lintas Teknologi Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/92210068?type=standard&ref=search-standalone&origin=cardTitle#sol=e413ded609a3d3305499b0ba73db95758d4345ed
devops-engineer,IT NETWORK & INFRASTRUCTURE STAFF,PT Agres Info Teknologi,Jakarta Utara,https://id.jobstreet.com/id/job/92218292?type=standard&ref=search-standalone&origin=cardTitle#sol=31061d031ffa1e4ccf16aed9453581407eb84bcb
devops-engineer,Data Center Warehouse Executive,TITANICOM TECH LIMITED,Jakarta Raya,https://id.jobstreet.com/id/job/92002714?type=standard&ref=search-standalone&origin=cardTitle#sol=c24f0d13f595753b9905600a1f50d0807b876d5a
devops-engineer,Cloud Engineer,PT. Nashta Global Utama,Depok,https://id.jobstreet.com/id/job/91640711?type=standard&ref=search-standalone&origin=cardTitle#sol=9c684529148cdda89110416dec6f1ce206bb3efb
devops-engineer,Cloud Infrastructure Engineer (Azure/AWS),Abrihet Teknobalhar Informa,Surabaya,https://id.jobstreet.com/id/job/91814323?type=standard&ref=search-standalone&origin=cardTitle#sol=c4cc460ab93b9ebbf420a08c50faeb48ae46a62a
devops-engineer,Presales - IT Server and Cloud,PT Network Data Sistem,Jakarta Selatan,https://id.jobstreet.com/id/job/91647812?type=standard&ref=search-standalone&origin=cardTitle#sol=4b5f8221e3923b8490cfe5d7342283e894cb6570
devops-engineer,Full Stack Developer (Python),Engine Room Global Pte Ltd.,Jakarta Selatan,https://id.jobstreet.com/id/job/91842732?type=standard&ref=search-standalone&origin=cardTitle#sol=a47989c404bd7b6323cc763f320185461fa41156
devops-engineer,Software Engineer (Backend Java),PT Rsystems Ibizcs International,Tangerang,https://id.jobstreet.com/id/job/92233595?type=standard&ref=search-standalone&origin=cardTitle#sol=fa279e6699226862d1e9f79e1a06c98f31fb7eb2
devops-engineer,Network Security Department Head,Pengiklan Anonim,Jakarta Selatan,https://id.jobstreet.com/id/job/91803680?type=standard&ref=search-standalone&origin=cardTitle#sol=024f6b2c3b70522b505e2bca78927d33ce41bb5b
devops-engineer,IT Infrastruktur,PT Prawathiya Karsa Pradipta,Jakarta Selatan,https://id.jobstreet.com/id/job/92138844?type=standard&ref=search-standalone&origin=cardTitle#sol=68f7a42740106485fb774ad374dc18efd59ad473
devops-engineer,IDC Structured Cabling Engineer （Fresh Graduate Welcomed!),TITANICOM TECH LIMITED,Jakarta Raya,https://id.jobstreet.com/id/job/91680912?type=standard&ref=search-standalone&origin=cardTitle#sol=2bec9bb2245c87d3dd4791d970c6f483b3c357a9
devops-engineer,GPON Engineer,PT Fiberhome Technologies Indonesia,Jakarta Barat,https://id.jobstreet.com/id/job/92176184?type=standard&ref=search-standalone&origin=cardTitle#sol=54410173483bcbab52601aec65c1e16a5858d193
devops-engineer,Chief Engineer - Data Center (CDCP Certified),PT Colliers International Indonesia,Jakarta Pusat,https://id.jobstreet.com/id/job/92064572?type=standard&ref=search-standalone&origin=cardTitle#sol=87ea8b53983570ebf0a951b415e8a66119c328cb
devops-engineer,Senior Software Engineer / Technical Lead - CMMS Platform,Kraanwerks Pte. Ltd.,Batam,https://id.jobstreet.com/id/job/91810237?type=standard&ref=search-standalone&origin=cardTitle#sol=792f84d947a3aab2b96b131e4ed901e8c61e70ea
devops-engineer,Data Engineer,PT Data Labs Analytics,Jakarta Pusat,https://id.jobstreet.com/id/job/92223379?type=standard&ref=search-standalone&origin=cardTitle#sol=f43905a14d7f808222815bbeb9bf98e28e8ec866
devops-engineer,IT Security Specialist,PT. Dwidaya World Wide,Jakarta Raya,https://id.jobstreet.com/id/job/92083976?type=standard&ref=search-standalone&origin=cardTitle#sol=3ec391028ae66e1c9b38e3152efaf35b9a1e119c
devops-engineer,Cloud Engineer,PT Lintas Media Danawa,Tangerang,https://id.jobstreet.com/id/job/91669387?type=standard&ref=search-standalone&origin=cardTitle#sol=73f52960935ae09f4f8c34a7da26562c3d525909
devops-engineer,System Developer,PT IDX Solusi Teknologi Informasi,Jakarta Selatan,https://id.jobstreet.com/id/job/91627716?type=standard&ref=search-standalone&origin=cardTitle#sol=4a5d501b1a087fdfc2043e0ff465e80ddf21d059
devops-engineer,Head of IT,PT SUNGAI KECIL SEJAHTERA,Kebon Jeruk,https://id.jobstreet.com/id/job/91839833?type=standard&ref=search-standalone&origin=cardTitle#sol=468d3876204c4b003199eeaa16cadb8d13805fe8
devops-engineer,Electrical Engineer,PT. Seven Gates Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92093951?type=standard&ref=search-standalone&origin=cardTitle#sol=95f71b60923b93dabb124016fa0179ce90c898b2
devops-engineer,Solution Architect,PT Dasa Aprilindo Sentosa,Jakarta Selatan,https://id.jobstreet.com/id/job/92196016?type=standard&ref=search-standalone&origin=cardTitle#sol=5a9922eadec2067e8aa0fa583c752799aa79c76c
devops-engineer,Lead Engineer,PT Digdaya Duta Digital,Setiabudi,https://id.jobstreet.com/id/job/91609710?type=standard&ref=search-standalone&origin=cardTitle#sol=167d0c9b7e9934c39428a8569c04851f2a54171b
devops-engineer,Team Lead Application Developer,PT Sigma Cipta Utama,Tangerang Selatan,https://id.jobstreet.com/id/job/91879829?type=standard&ref=search-standalone&origin=cardTitle#sol=e14adbfe3c9173549d523f41a994fb8e561adba7
devops-engineer,NOC Engineer,PT. Aviro Global Teknologi,Jakarta Raya,https://id.jobstreet.com/id/job/91667054?type=standard&ref=search-standalone&origin=cardTitle#sol=7664e56922ae3a072cc5d2e7d2987fc13ee72704
devops-engineer,Network Security Engineer,PT Net Sistem Infotama,Jakarta Barat,https://id.jobstreet.com/id/job/92039264?type=standard&ref=search-standalone&origin=cardTitle#sol=dc111d8f327cb52b1f88f04441663c85ff25edec
devops-engineer,Cloud Engineer,PT Metrocom Global Solusi,Jakarta Selatan,https://id.jobstreet.com/id/job/92144079?type=standard&ref=search-standalone&origin=cardTitle#sol=014abe0535f8da2a5eb848322861154d89b3d629
devops-engineer,AI Engineer,PT Digdaya Duta Digital,Setiabudi,https://id.jobstreet.com/id/job/91610319?type=standard&ref=search-standalone&origin=cardTitle#sol=0df1d727943b898f0da768f6e2a0ca7ede0e2a1e
devops-engineer,System Administrator,PT Kamoro Maxima Integra,Manyar,https://id.jobstreet.com/id/job/92056762?type=standard&ref=search-standalone&origin=cardTitle#sol=3ff05ec2dcd7d1551f2c949ec0c9cced8865a16f
devops-engineer,Full Stack Software Engineer (CAD Rooms Cloud PDM),Cavalry Collective Pte. Ltd,Jakarta Raya,https://id.jobstreet.com/id/job/91584877?type=standard&ref=search-standalone&origin=cardTitle#sol=85d24319474bf7b56d65506c5e7801204626366c
devops-engineer,DevOps Officer,PT Sangkuriang Internasional,Jakarta Raya,https://id.jobstreet.com/id/job/91767660?type=standard&ref=search-standalone&origin=cardTitle#sol=b8de9b238e55cce94406aa28c7315e5c93e0c8d1
devops-engineer,Junior Software Engineer (JAVA),PT Infinitium Solutions,Jakarta Raya,https://id.jobstreet.com/id/job/91564329?type=standard&ref=search-standalone&origin=cardTitle#sol=cb2ac6acaea26ef8f25d329344937d5529885ac8
devops-engineer,Senior DevOps,PT Pranala Ragam Karya,Yogyakarta,https://id.jobstreet.com/id/job/92042681?type=standard&ref=search-standalone&origin=cardTitle#sol=6038316c6a049adf51fdd0646d966954390caa65
devops-engineer,VP Design & Engineering,SM+,Jakarta Selatan,https://id.jobstreet.com/id/job/91610677?type=standard&ref=search-standalone&origin=cardTitle#sol=3a5a5302752293f0f60c02ce94ed77b235048f5c
devops-engineer,Cloud Infrastructure Engineer,"PT. Metrodata Electronics, Tbk",Jakarta Raya,https://id.jobstreet.com/id/job/92138851?type=standard&ref=search-standalone&origin=cardTitle#sol=a23d1d4790c038eb63370852b958074c7b2c9712
devops-engineer,Fullstack Developer,Elitez Pte Ltd,Jakarta Barat,https://id.jobstreet.com/id/job/92166533?type=standard&ref=search-standalone&origin=cardTitle#sol=f8143a3b7a759a1ee46e8b103daaddc39683fbec
devops-engineer,Software Engineer,PT Sentra Vidya Utama,Surabaya,https://id.jobstreet.com/id/job/92179879?type=standard&ref=search-standalone&origin=cardTitle#sol=d66b3eecd50b909a43c5b9f304af6d6b330579ea
devops-engineer,Head of IT Infrastructure and Security,PT Morula Indonesia,Jakarta Pusat,https://id.jobstreet.com/id/job/92179045?type=standard&ref=search-standalone&origin=cardTitle#sol=439cf1e1c2fed39968f4576293ac3735fbb9e4e0
devops-engineer,Golang Developer,PT Lawencon Internasional,Jakarta Selatan,https://id.jobstreet.com/id/job/92179241?type=standard&ref=search-standalone&origin=cardTitle#sol=dd8b735a14e7afd8fc1219f71d3936e117dbced8
devops-engineer,"VP, Cyber Security, Technology",PT Bank DBS Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/92211146?type=standard&ref=search-standalone&origin=cardTitle#sol=b5dbd0284a15c71c9f45ed751912633b35b3c669
devops-engineer,Development Security Operations (DevSecOps),PT Swadharma Duta Data,Jakarta Raya,https://id.jobstreet.com/id/job/92195342?type=standard&ref=search-standalone&origin=cardTitle#sol=b4ae27efc870b3846b503ec563f184be76ad30e6
devops-engineer,VP of Technology,Pengiklan Anonim,Jakarta Raya,https://id.jobstreet.com/id/job/91703463?type=standard&ref=search-standalone&origin=cardTitle#sol=4b57a7e34a3d7ff52b790698650ea2d75d2b4547
devops-engineer,DevOps,PT Intersolusi Teknologi Asia,Bandung,https://id.jobstreet.com/id/job/91752580?type=standard&ref=search-standalone&origin=cardTitle#sol=b1520449de5cc19a1d53e19105abe6d833d9c51a
devops-engineer,Electronic Engineer,PT Luwes Inovasi Mandiri (Depok),Depok,https://id.jobstreet.com/id/job/91880103?type=standard&ref=search-standalone&origin=cardTitle#sol=20efa7956090d1d176b2cf8f21dd52ff47ad9704
devops-engineer,Senior Azure Engineer - MS Office Apps,Avanade Malaysia Sdn Bhd,Jakarta Raya,https://id.jobstreet.com/id/job/91817369?type=standard&ref=search-standalone&origin=cardTitle#sol=82a9df756fa831ef416f19d3248734866701a795
devops-engineer,Pre-Sales Engineer – Network Energy,PT Fiberhome Technologies Indonesia,Jakarta Barat,https://id.jobstreet.com/id/job/91788713?type=standard&ref=search-standalone&origin=cardTitle#sol=562378529bbdc694e937e8f01e164b18730ddcc8
devops-engineer,Senior Azure Engineer  (Entra ID),Avanade Malaysia Sdn Bhd,Jakarta Raya,https://id.jobstreet.com/id/job/91816106?type=standard&ref=search-standalone&origin=cardTitle#sol=17a5d81d100bf48afd93f6f8ea003eea9484f7b6
devops-engineer,Senior Network Security Engineer,PT Dinamika Sistem Integrasi Solusi,Jakarta Selatan,https://id.jobstreet.com/id/job/91701733?type=standard&ref=search-standalone&origin=cardTitle#sol=3967cb584dd03280abc2045e2d212f1387770a08
devops-engineer,3rd Level Engineer (Network),PT Nusantara Compnet Integrator,Jakarta Barat,https://id.jobstreet.com/id/job/91763388?type=standard&ref=search-standalone&origin=cardTitle#sol=3518137d5aede8d124f52a718647b7bfd396bf33
devops-engineer,Senior Azure Engineer (Azure ARC),Avanade Malaysia Sdn Bhd,Jakarta Raya,https://id.jobstreet.com/id/job/91817297?type=standard&ref=search-standalone&origin=cardTitle#sol=d0331c596e4f68080a268e8222f52f5dce576039
devops-engineer,Engineer on Site,PT. TRIMEGA PRIMA TEKNOLOGI,Jakarta Timur,https://id.jobstreet.com/id/job/91934341?type=standard&ref=search-standalone&origin=cardTitle#sol=cf9f372c315248ea92644c60f4411b0560401456
devops-engineer,"Full Stack Developer (Node.js, React.js, SQL, AWS)",PT Kencana Jaya Kreasi Lestari,Jakarta Barat,https://id.jobstreet.com/id/job/91789576?type=standard&ref=search-standalone&origin=cardTitle#sol=7a9f5f456a3398b4caf479de124a0bf0c1990cc1
devops-engineer,Field Application Engineer,PT. Agros Global Indonesia,DI Yogyakarta,https://id.jobstreet.com/id/job/91670600?type=standard&ref=search-standalone&origin=cardTitle#sol=cb9166b611d57a21fadad34ca212f0ef92df07e6
devops-engineer,Golang Developer,PT IDStar Cipta Teknologi,Jakarta Selatan,https://id.jobstreet.com/id/job/92156596?type=standard&ref=search-standalone&origin=cardTitle#sol=e532ffccaf8a228877c31ff41bf79f3c8f2f7c20
devops-engineer,Cloud Infrastructure (Junior),PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta Selatan,https://id.jobstreet.com/id/job/91677068?type=standard&ref=search-standalone&origin=cardTitle#sol=ff3d4deeb32ba58c766e05a1ef34981396bb5465
devops-engineer,Java Developer,PT Karisma Zona Kreatifku,Jakarta Raya,https://id.jobstreet.com/id/job/92015869?type=standard&ref=search-standalone&origin=cardTitle#sol=ae1c13ddeae3c9577c2a01e9e7928a27edfcb17c
devops-engineer,Head of IT Infrastructure & Operational,Orang Tua Group,Jakarta Barat,https://id.jobstreet.com/id/job/92129130?type=standard&ref=search-standalone&origin=cardTitle#sol=d55a9dacea60798f8559a6d72559d0c14e0d300f
devops-engineer,IT Infrastructure,PT ASABA Digital Innotech,Setiabudi,https://id.jobstreet.com/id/job/92228274?type=standard&ref=search-standalone&origin=cardTitle#sol=65c6acec4512e8758a46c50a42d936265431d089
devops-engineer,Senior Technical Account Manager（Indonesia）,PT Tencent Technology Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/91869962?type=standard&ref=search-standalone&origin=cardTitle#sol=9625b399892990a3f97e291ad0a34944dc3802bb
devops-engineer,Network Engineer,PT. Sinergi Innovate Pratama,Jakarta Selatan,https://id.jobstreet.com/id/job/92039717?type=standard&ref=search-standalone&origin=cardTitle#sol=d342d5e41f5f17453f2d94ad370fb4ebf5c4f075
devops-engineer,Network Engineer,PT Era Awan Digital,Jakarta Pusat,https://id.jobstreet.com/id/job/92026331?type=standard&ref=search-standalone&origin=cardTitle#sol=a251182b996a381b35d8cf95e291f9e7136cd358
devops-engineer,Network & Security Engineer,Dirga Bahari Perkasa,Jakarta Selatan,https://id.jobstreet.com/id/job/91700921?type=standard&ref=search-standalone&origin=cardTitle#sol=f3acd26b2943128e787b3331c4754cbca1662e86
devops-engineer,IT Engineer,PT Daya Cipta Mandiri Solusi,Jakarta Timur,https://id.jobstreet.com/id/job/91755706?type=standard&ref=search-standalone&origin=cardTitle#sol=3de566642d2b82d7bda41215ecd5604aee24c317
devops-engineer,Site Reliability Engineer,PT Akulaku Silvrr Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/91705334?type=standard&ref=search-standalone&origin=cardTitle#sol=fb0c0f48e0a221a30b25f8f825f32fbb0908aaed
devops-engineer,Server Storage & Backup Engineer,"PT. Metrodata Electronics, Tbk",Kalideres,https://id.jobstreet.com/id/job/92208529?type=standard&ref=search-standalone&origin=cardTitle#sol=68d8b8c27c528dce57850a3791744014ae468147
devops-engineer,Cloud Solution Architect - Cloud & AI Infrastructure,Microsoft,Jakarta Raya,https://id.jobstreet.com/id/job/91933954?type=standard&ref=search-standalone&origin=cardTitle#sol=53a1bf08c9a385aa1cc4995d47b94f7fbae23297
devops-engineer,DevSecOps Engineer,"PT. BFI FINANCE INDONESIA, Tbk",Kecamatan Tangerang,https://id.jobstreet.com/id/job/91226710?type=standard&ref=search-standalone&origin=cardTitle#sol=e5b29ca00e6f7db799dcea7a9b58085aa81b4200
